family,topology,seed,objects,nodes,method,success,cost,expansions,pruned_commitments,frontier_peak,gate_crossings,reason
topology,chain,0,11,55,greedy_local,0.5007828491606537,19.74167364929791,363.72030387400594,0.0,0.0,7,missed_commitment
topology,chain,0,11,55,relaxed_agenda,0.08743114414579804,3.418557736100704,587.6722089888332,0.0,0.0,7,relaxed_reverse_failure
topology,chain,0,11,55,exact_lifted_astar,1.0,39.1,2606.643988207806,0.0,573.4616774057174,7,success
topology,chain,0,11,55,scp_cut_obligations,1.0,39.1,326.1662269585423,5.676497015591645,58.709920852537614,7,success
topology,chain,0,11,55,deadend_aware_astar,1.0,39.1,548.4637962511516,3.122073358575405,137.1159490627879,7,success
topology,chain,1,10,56,greedy_local,0.5860363941592932,21.1534998107098,375.0871540357115,0.0,0.0,7,missed_commitment
topology,chain,1,10,56,relaxed_agenda,0.102616657382431,3.899432980532378,504.2076219279744,0.0,0.0,7,relaxed_reverse_failure
topology,chain,1,10,56,exact_lifted_astar,1.0,38.0,2379.726581308938,0.0,523.5398478879664,7,success
topology,chain,1,10,56,scp_cut_obligations,1.0,38.0,301.7220613448376,5.574278566073133,54.309971042070764,7,success
topology,chain,1,10,56,deadend_aware_astar,1.0,38.0,627.3651120422228,3.0658532113402233,156.8412780105557,7,success
topology,chain,2,11,49,greedy_local,0.5028177436423387,18.859652142909226,322.88907232755685,0.0,0.0,7,missed_commitment
topology,chain,2,11,49,relaxed_agenda,0.1165575379048225,4.55739973207856,485.944423236292,0.0,0.0,7,relaxed_reverse_failure
topology,chain,2,11,49,exact_lifted_astar,1.0,39.1,2375.0575957116757,0.0,522.5126710565687,7,success
topology,chain,2,11,49,scp_cut_obligations,1.0,39.1,335.13809782211905,5.415159045853244,60.32485760798143,7,success
topology,chain,2,11,49,deadend_aware_astar,1.0,39.1,617.3348928928692,2.9783374752192846,154.3337232232173,7,success
topology,chain,3,14,48,greedy_local,0.5577612942396524,22.91326233529726,303.5778107520114,0.0,0.0,7,missed_commitment
topology,chain,3,14,48,relaxed_agenda,0.11818611219667687,5.0110911571390995,508.3238237964044,0.0,0.0,7,relaxed_reverse_failure
topology,chain,3,14,48,exact_lifted_astar,1.0,42.400000000000006,2839.8113908788687,0.0,624.7585059933512,7,success
topology,chain,3,14,48,scp_cut_obligations,1.0,42.400000000000006,300.82030988206975,5.460217434209394,54.14765577877255,7,success
topology,chain,3,14,48,deadend_aware_astar,1.0,42.400000000000006,532.5636130571902,3.0031195888151667,133.14090326429755,7,success
topology,chain,4,12,49,greedy_local,0.5212837997884421,19.281775178593385,341.37101060190264,0.0,0.0,7,missed_commitment
topology,chain,4,12,49,relaxed_agenda,0.0984912177798484,3.959346954749906,462.3356801060464,0.0,0.0,7,relaxed_reverse_failure
topology,chain,4,12,49,exact_lifted_astar,1.0,40.2,2388.076526286557,0.0,525.3768357830426,7,success
topology,chain,4,12,49,scp_cut_obligations,1.0,40.2,290.3009444860208,5.863740134797321,52.254170007483744,7,success
topology,chain,4,12,49,deadend_aware_astar,1.0,40.2,535.2066747791606,3.2250570741385265,133.80166869479015,7,success
topology,chain,5,10,48,greedy_local,0.5899523544053088,21.804351677926135,319.78085480266077,0.0,0.0,7,missed_commitment
topology,chain,5,10,48,relaxed_agenda,0.09792404053538588,3.7211135403446636,546.1722396197783,0.0,0.0,7,relaxed_reverse_failure
topology,chain,5,10,48,exact_lifted_astar,1.0,38.0,2492.9534550815392,0.0,548.4497601179386,7,success
topology,chain,5,10,48,scp_cut_obligations,1.0,38.0,288.65548399775133,5.2164276544052814,51.95798711959524,7,success
topology,chain,5,10,48,deadend_aware_astar,1.0,38.0,526.1135958895816,2.869035209922905,131.5283989723954,7,success
topology,chain,6,10,55,greedy_local,0.5647981594729294,20.506315832768344,376.75683021917405,0.0,0.0,7,missed_commitment
topology,chain,6,10,55,relaxed_agenda,0.1012791945165232,3.848609391627882,569.659215157252,0.0,0.0,7,relaxed_reverse_failure
topology,chain,6,10,55,exact_lifted_astar,1.0,38.0,2258.947644010717,0.0,496.9684816823577,7,success
topology,chain,6,10,55,scp_cut_obligations,1.0,38.0,301.38986062176315,5.536774794726705,54.25017491191736,7,success
topology,chain,6,10,55,deadend_aware_astar,1.0,38.0,541.5253880336778,3.045226137099688,135.38134700841945,7,success
topology,chain,7,14,54,greedy_local,0.5122765701201553,20.479344302635496,311.7845982258789,0.0,0.0,7,missed_commitment
topology,chain,7,14,54,relaxed_agenda,0.08729949756681166,3.701498696832815,573.2925473757887,0.0,0.0,7,relaxed_reverse_failure
topology,chain,7,14,54,exact_lifted_astar,1.0,42.400000000000006,2909.161372845476,0.0,640.0155020260047,7,success
