openalex_id,doi,title,year,authors,venue,cited_by_count,concepts,url,query_source,raw_query_rank,rank_score,importance_tier,hostile_prior_flag,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract,bib_key_hint
https://openalex.org/W2533730717,,Dexterous robotic motion planning using intelligent algorithms,2015,Arismendi Gutiérrez; César Augusto,Dialnet (Universidad de la Rioja),2,Motion planning; Mobile robot; Computer science; Robotics; Robot; Nonholonomic system; Artificial intelligence; Path (computing),https://openalex.org/W2533730717,robot task and motion planning manipulation navigation,900,45.799,hostile_prior_100,yes,"The fundamental purpose of robots is to help humans in a variety of difficult tasks, enabling people to increase their capabilities of strength, energy, speed, memory, and to operate in hazardous environments and many other applications.",heuristic graph/search procedure,space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,general planning/search framing,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","The fundamental purpose of robots is to help humans in a variety of difficult tasks, enabling people to increase their capabilities of strength, energy, speed, memory, and to operate in hazardous environments and many other applications. Service robots, more precisely mobile manipulators, incorporate one or two robotic arms and a mobile base, and must accomplish complex manipulations tasks, interacting with tools or objects and navigating through cluttered environments. To this end, the motion planning problem plays a key role in the ahead calculation of robot movements to interact with its world and achieve the established goals. The objective of this work is to design various motion planning methods in order to improve the autonomy of MANFRED-2, which is a mobile robot fully developed by the Robotics Lab research group of the Systems Engineering and Automation Department of the Carlos III University of Madrid. Mobile robots need to calculate accurate paths in order to navigate and interact with objects throughout their surrounding area. In this work, we have developed motion planning algorithms for both navigation and manipulation. The presented algorithms for path planning are based on the Fast Marching Square method and include a replanner with subgoals, an anytime triangular planner, and a nonholonomic approach. The replanner with subgoals starts by generating a smooth and safe global path with the Fast Marching Square method. Then, this path is divided into multiple subpaths separated by equidistant nodes (defined by topological or metric constraints). After that, the obstacles information is progressively added and modifications are made only when the original path is unreachable. The most important advantage with respect to similar approaches is that the generat",gutirrez2015dexterous
https://openalex.org/W2471394985,,Constraint Graphs: Unifying task and motion planning for Navigation and Manipulation Among Movable Obstacles,2016,Joseph Mirabel; Florent Lamiraux,HAL (Le Centre pour la Communication Scientifique Directe),4,Constraint (computer-aided design); Task (project management); Computer science; Motion planning; Motion (physics); Human–computer interaction; Computer vision; Artificial intelligence,https://openalex.org/W2471394985,robot task and motion planning manipulation navigation,329,44.485,hostile_prior_100,yes,"We consider a class of advanced motion planning problems including object manipulation, navigation among movable obtacles and legged locomotion.",integrated symbolic-geometric task/motion planning,symbolic predicates remain valid across geometric execution; geometric feasibility can be recovered by more samples; objects can be moved without creating unrecoverable access losses; space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning; commitment cost model,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,integrating symbolic goals with geometric feasibility; planning around object-induced access constraints; motion-space search and narrow-passage exploration,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode; separate rearrangement ordering from reachability loss certificates; lift geometric dead-end cuts into symbolic preconditions without hand-authoring them","We consider a class of advanced motion planning problems including object manipulation, navigation among movable obtacles and legged locomotion. Our approach uses rearrangement rules, encoded in a Constraint Graph, a formulation unifying high-level task planning and motion planning. Our method can compute manipulation paths for complex robots and movable-articulated-objects in a static environment, allowing for instance to generate continuous grasps and object placements. A new planning algorithm, Manipulation RRT, makes use of the Constraint Graph to solve Rearrangement problems and to produce rich feedbacks to higher level planners. Simulation results, for problems where movable objects must be manipulated simultaneously or several times, involving humanoid robots, are presented.",mirabel2016constraint
https://openalex.org/W3153322041,https://doi.org/10.1109/cvpr46437.2021.00447,ManipulaTHOR: A Framework for Visual Object Manipulation,2021,Kiana Ehsani; Winson Han; Alvaro Herrasti; Eli VanderBilt; Luca Weihs; Eric Kolve; Aniruddha Kembhavi; Roozbeh Mottaghi,,7,Computer science; Human–computer interaction; Embodied cognition; Task (project management); Object (grammar); Artificial intelligence; Domain (mathematical analysis); Robotics,https://openalex.org/W3153322041,robot task and motion planning manipulation navigation,630,43.019,hostile_prior_100,yes,"The domain of Embodied AI has recently witnessed substantial progress, particularly in navigating agents within their environments.",heuristic graph/search procedure,space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning; commitment cost model,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,general planning/search framing,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","The domain of Embodied AI has recently witnessed substantial progress, particularly in navigating agents within their environments. These early successes have laid the building blocks for the community to tackle tasks that require agents to actively interact with objects in their environment. Object manipulation is an established research domain within the robotics community and poses several challenges including manipulator motion, grasping and long-horizon planning, particularly when dealing with oft-overlooked practical setups involving visually rich and complex scenes, manipulation using mobile agents (as opposed to tabletop manipulation), and generalization to unseen environments and objects. We propose a framework for object manipulation built upon the physics-enabled, visually rich AI2-THOR framework and present a new challenge to the Embodied AI community known as ArmPointNav. This task extends the popular point navigation task [2] to object manipulation and offers new challenges including 3D obstacle avoidance, manipulating objects in the presence of occlusion, and multi-object manipulation that necessitates long term planning. Popular learning paradigms that are successful on PointNav challenges show promise, but leave a large room for improvement.",ehsani2021manipulathor
https://openalex.org/W4315474353,https://doi.org/10.1016/j.heliyon.2023.e12867,Linear manipulator: Motion control of an n-link robotic arm mounted on a mobile slider,2023,Sandeep A. Kumar; Ravinesh Chand; Ronal P. Chand; Bibhya Sharma,Heliyon,22,Mobile manipulator; Robotics; Linear actuator; Robotic arm; Computer science; Control engineering; Motion control; Motion planning,https://openalex.org/W4315474353,robot task and motion planning manipulation navigation,585,41.732,hostile_prior_100,yes,Linear manipulators are versatile linear robotics systems that can be reprogrammed to accommodate product changes quickly and are flexible to meet unique requirements.,heuristic graph/search procedure,space remains navigable after local motion choices; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning; commitment cost model; external agents,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,general planning/search framing,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","Linear manipulators are versatile linear robotics systems that can be reprogrammed to accommodate product changes quickly and are flexible to meet unique requirements. Such robotic systems tend to have higher accuracy, making them the perfect automation solution for those mundane, repetitious tasks. With the demand for linear systems in real-life applications expanding consistently, this paper addresses motion planning and control (MPC) of a new modified unanchored linear manipulator consisting of an n-link robotic arm mounted on a mobile slider along a rail. Using the method of the Lyapunov-based Control Scheme (LbCS), new centralized acceleration-based controllers are designed for the navigation of the system to an unreachable target. Via the scheme, the unanchored manipulator can perform assigned tasks with enhanced reachability. The limitations and singularities of the linear manipulator are treated as artificial obstacles in this motion control scheme. The robotic arm manipulator utilized in this research can reposition its base link to a desired location in the workplace due to changes in work requirements. The effectiveness of the motion planner and the resulting acceleration-based control laws are validated numerically using the Runge-Kutta Method and illustrated via computer simulations. The controllers devised in this research can solve specific and targeted motion control problems of smart cities' modern mechanical systems. The unanchored linear manipulator could be used in various disciplines where pick-and-place, assembly, material handling, and surgical procedures are required.",kumar2023linear
https://openalex.org/W4385858056,https://doi.org/10.1126/scirobotics.adg5014,Versatile multicontact planning and control for legged loco-manipulation,2023,Jean-Pierre Sleiman; Farbod Farshidian; Marco Hutter,Science Robotics,66,Computer science; Human–computer interaction; Artificial intelligence; Task (project management); Context (archaeology); Robot; Controller (irrigation); Motion planning,https://openalex.org/W4385858056,integrated task and motion planning robotics manipulation,69,40.833,hostile_prior_100,yes,Loco-manipulation planning skills are pivotal for expanding the utility of robots in everyday environments.,integrated symbolic-geometric task/motion planning,symbolic predicates remain valid across geometric execution; geometric feasibility can be recovered by more samples; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning; commitment cost model,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,integrating symbolic goals with geometric feasibility; motion-space search and narrow-passage exploration,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode; lift geometric dead-end cuts into symbolic preconditions without hand-authoring them","Loco-manipulation planning skills are pivotal for expanding the utility of robots in everyday environments. These skills can be assessed on the basis of a system's ability to coordinate complex holistic movements and multiple contact interactions when solving different tasks. However, existing approaches have been merely able to shape such behaviors with hand-crafted state machines, densely engineered rewards, or prerecorded expert demonstrations. Here, we propose a minimally guided framework that automatically discovers whole-body trajectories jointly with contact schedules for solving general loco-manipulation tasks in premodeled environments. The key insight is that multimodal problems of this nature can be formulated and treated within the context of integrated task and motion planning (TAMP). An effective bilevel search strategy was achieved by incorporating domain-specific rules and adequately combining the strengths of different planning techniques: trajectory optimization and informed graph search coupled with sampling-based planning. We showcase emergent behaviors for a quadrupedal mobile manipulator exploiting both prehensile and nonprehensile interactions to perform real-world tasks such as opening/closing heavy dishwashers and traversing spring-loaded doors. These behaviors were also deployed on the real system using a two-layer whole-body tracking controller.",sleiman2023versatile
https://openalex.org/W4402354123,https://doi.org/10.15607/rss.2024.xx.039,Homotopic Path Set Planning for Robot Manipulation and Navigation,2024,Jing Huang,,2,Motion planning; Computer science; Set (abstract data type); Path (computing); Robot; Mobile robot; Artificial intelligence; Computer vision,https://openalex.org/W4402354123,robot task and motion planning manipulation navigation,949,40.501,hostile_prior_100,yes,"This paper addresses path set planning that yields important applications in robot manipulation and navigation such as path generation for deformable object keypoints and swarms.A path set refers to the collection of finite agent paths to represent the overall spatial path of a group of keypoints or a swarm, whose collective properties meet spatial and topological constraints.As opposed to planning a single path, sim",sampling-based motion-space exploration,geometric feasibility can be recovered by more samples; space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning; external agents,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,motion-space search and narrow-passage exploration,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","This paper addresses path set planning that yields important applications in robot manipulation and navigation such as path generation for deformable object keypoints and swarms.A path set refers to the collection of finite agent paths to represent the overall spatial path of a group of keypoints or a swarm, whose collective properties meet spatial and topological constraints.As opposed to planning a single path, simultaneously planning multiple paths with constraints poses nontrivial challenges in complex environments.This paper presents a systematic planning pipeline for homotopic path sets, a widely applicable path set class in robotics.An extended visibility check condition is first proposed to attain a sparse passage distribution amidst dense obstacles.Passage-aware optimal path planning compatible with sampling-based planners is then designed for single path planning with adjustable costs.Large accessible free space for path set accommodation can be achieved by the planned path while having a sufficiently short path length.After specifying the homotopic properties of path sets, path set generation based on deformable path transfer is proposed in an efficient centralized manner.The effectiveness of these methods is validated by extensive simulated and experimental results.",huang2024homotopic
https://openalex.org/W4389049365,https://doi.org/10.3390/pr11123302,Stability Analysis and Navigational Techniques of Wheeled Mobile Robot: A Review,2023,Kailash Kumar Borkar; Turki Aljrees; Saroj Kumar Pandey; Ankit Kumar; Mukesh Singh; Anurag Sinha; Kamred Udham Singh; Vandana Sharma,Processes,29,Mobile robot; Context (archaeology); Computer science; Obstacle avoidance; Stability (learning theory); Motion planning; Kinematics; Control engineering,https://openalex.org/W4389049365,robot task and motion planning manipulation navigation,334,40.500,hostile_prior_100,yes,"Wheeled mobile robots (WMRs) have been a focus of research for several decades, particularly concerning navigation strategies in static and dynamic environments.",heuristic graph/search procedure,space remains navigable after local motion choices; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; commitment cost model; external agents,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,general planning/search framing,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","Wheeled mobile robots (WMRs) have been a focus of research for several decades, particularly concerning navigation strategies in static and dynamic environments. This review article carefully examines the extensive academic efforts spanning several decades addressing navigational complexities in the context of WMR route analysis. Several approaches have been explored by various researchers, with a notable emphasis on the inclusion of stability and intelligent capabilities in WMR controllers attracting the attention of the academic community. This study traces historical and contemporary WMR research, including the establishment of kinetic stability and the construction of intelligent WMR controllers. WMRs have gained prominence in various applications, with precise navigation and efficient control forming the basic prerequisites for their effective performance. The review presents a comprehensive overview of stability analysis and navigation techniques tailored for WMRs. Initially, the exposition covers the basic principles of WMR dynamics and kinematics, explaining the different wheel types and their associated constraints. Subsequently, various stability analysis approaches, such as Lyapunov stability analysis and passivation-based control, are discussed in depth in the context of WMRs. Starting an exploration of navigation techniques, the review highlights important aspects including path planning and obstacle avoidance, localization and mapping, and trajectory tracking. These techniques are carefully examined in both indoor and outdoor settings, revealing their benefits and limitations. Finally, the review ends with a comprehensive discussion of the current challenges and possible routes in the field of WMR. The discourse includes the fusion of advanced sensors and ",borkar2023stability
https://openalex.org/W4408727266,https://doi.org/10.1109/tpami.2025.3553454,M<sup>2</sup> Diffuser: Diffusion-based Trajectory Optimization for Mobile Manipulation in 3D Scenes,2025,Sixu Yan; Zeyu Zhang; Muzhi Han; Zaijin Wang; Qi Xie; Zhitian Li; Zhehan Li; Hangxin Liu; et al.,IEEE Transactions on Pattern Analysis and Machine Intelligence,9,Trajectory; Diffuser (optics); Computer vision; Computer science; Artificial intelligence; Diffusion; Computer graphics (images); Pattern recognition (psychology),https://openalex.org/W4408727266,robot task and motion planning manipulation navigation,838,40.460,hostile_prior_100,yes,Recent advances in diffusion models have opened new avenues for research into embodied AI agents and robotics.,heuristic graph/search procedure,space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning; external agents,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,general planning/search framing,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","Recent advances in diffusion models have opened new avenues for research into embodied AI agents and robotics. Despite significant achievements in complex robotic locomotion and skills, mobile manipulation–a capability that requires the coordination of navigation and manipulation–remains a challenge for generative AI techniques. This is primarily due to the high-dimensional action space, extended motion trajectories, and interactions with the surrounding environment. In this paper, we introduce M<sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> Diffuser, a diffusion-based, scene-conditioned generative model that directly generates coordinated and efficient whole-body motion trajectories for mobile manipulation based on robot-centric 3D scans. M<sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> Diffuser first learns trajectory-level distributions from mobile manipulation trajectories provided by an expert planner. Crucially, it incorporates an optimization module that can flexibly accommodate physical constraints and task objectives, modeled as cost and energy functions, during the inference process. This enables the reduction of physical violations and execution errors at each denoising step in a fully differentiable manner. Through benchmarking on three types of mobile manipulation tasks across over 20 scenes, we demonstrate that M<sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> Diffuser outperforms state-of-the-art neural planners and successfully transfers the generated trajectories to a real-world robot. Our evaluations underscore the potential of generative AI to enhance the generalization of traditional plan",yan2025msupsup
https://openalex.org/W1597093691,https://doi.org/10.5772/6008,An Immunological Approach to Mobile Robot Navigation,2008,Guan-Chun Luh; Weiwen Liu,InTech eBooks,9,Mobile robot; Computer science; Human–computer interaction; Mobile robot navigation; Artificial intelligence; Robot; Robot control,https://openalex.org/W1597093691,robot task and motion planning manipulation navigation,331,39.907,hostile_prior_100,yes,"Autonomous mobile robots have a wide range of applications in industries, hospitals, offices, and even the military, due to their superior mobility.",belief-state or uncertainty-aware planning,uncertainty is the main hidden variable; space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; world dynamics during planning,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution; narrow-passage commitments are treated as ordinary geometry,uncertainty-aware variants of planning,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","Autonomous mobile robots have a wide range of applications in industries, hospitals, offices, and even the military, due to their superior mobility. Some of their capabilities include automatic driving, intelligent delivery agents, assistance to the disabled, exploration and map generation for environmental cleanup, etc. In addition, their capabilities also allow them to carry out specialized tasks in environments inaccessible or very hazardous for human beings such as nuclear plants and chemical handling. They are also useful in emergencies for fire extinguishing and rescue operations. Combined with manipulation abilities, their capabilities and efficiency will increase and can be used for dangerous tasks such as security guard, exposition processing, as well as undersea, underground and even space exploration. In order to adapt the robot's behavior to any complex, varying and unknown environment without further human intervention, intelligent mobile robots should be able to extract information from the environment, use their built-in knowledge to perceive, act and adapt within the environment. An autonomous robot must be able to maneuver effectively in its environment, achieving its goals while avoiding collisions with static and moving obstacles. As a result, motion planning for mobile robots plays an important role in robotics and has thus attracted the attention of researchers recently. The design goal for path planning is to enable a mobile robot to navigate safely and efficiently without collisions to a target position in an unknown and complex environment. The navigation strategies of mobile robots can be generally classified into two categories, global path planning and local reactive navigation. The former is done offline and the robot has complete prior knowl",luh2008an
https://openalex.org/W1499825025,https://doi.org/10.1109/iic.2015.7150956,A review on indoor human aware autonomous mobile robot navigation through a dynamic environment survey of different path planning algorithm and methods,2015,Rahul Shivaji Pol; M. Murugan,,51,Motion planning; Computer science; Mobile robot; Path (computing); Set (abstract data type); Obstacle; Planner; Task (project management),https://openalex.org/W1499825025,robot task and motion planning manipulation navigation,63,39.825,hostile_prior_100,yes,"Practical realistic environment for path and continuous motion planning problems normally consist of numerous working areas such as in indoor application consist of number of bedrooms, hallways, multiple doorways with many static and dynamic obstacle in between.",heuristic graph/search procedure,space remains navigable after local motion choices; manipulation choices do not permanently remove future approach modes; irreversible spatial commitments are not explicit state variables,map/geometry; object identities; goal predicates; commitment cost model,a short motion can cut off an unserved future obligation; a placement/push can make a necessary region unreachable; dead-end commitments are detected only after search/execution,general planning/search framing,"represent irreversible spatial commitments as reusable first-class planning objects; derive obligation cuts before committing to a corridor, placement, or manipulation mode","Practical realistic environment for path and continuous motion planning problems normally consist of numerous working areas such as in indoor application consist of number of bedrooms, hallways, multiple doorways with many static and dynamic obstacle in between. Disintegration of such environment into small areas, or regions shows impact on the quality of adaptive path planning in dynamic environment. Many algorithms are developed for solving problems involving narrow passages and multiple regions with optimal solution. Autonomous mobile robot system must have sense of balance of its potential, steadfastness and sturdiness issue with task and the final goals while generating and executing an adaptive as well as effective strategy with optimal solution. Navigation algorithms approaching to a certain maturity in the field of autonomous mobile robot, so most of research is now focused more advance task like adaptive path planning and navigation through dynamic environments. Adaptive path planning and navigation needs to set learning rate, rules for classifying spaces and defining proposed library parameters. The aim of this survey is to informing the progress of human sentient manipulation planner.",pol2015a
